,stopid,stopname,geometry
78,354892.0,Marengo St & State St (Westbound),POINT (-118.2097792630001 34.05776049500006)
777,305769.0,State & Marengo St.,POINT (-118.20997774600012 34.05797715300006)
755,305746.0,State & Marengo St.,POINT (-118.21017622900006 34.05802381800007)
230,353829.0,Indiana St & Lancaster Ave (Southbound),POINT (-118.1926292180001 34.05861157000007)
79,354897.0,Marengo St & Mark St (Westbound),POINT (-118.21211814900009 34.058772673000114)
778,305770.0,State & USC Medical,POINT (-118.20994556000011 34.060357024000076)
1238,305941.0,Central & Vernon Ave. (CW),POINT (-118.25643360600009 34.00410442700011)
1239,305942.0,Central & 42nd St. (CW),POINT (-118.25641751300007 34.00738853900006)
1295,305999.0,Central & 42nd St. (CCW),POINT (-118.25656771700005 34.0076153310001)
1240,305943.0,41st & Central Ave. (CW),POINT (-118.25625658000006 34.009187298000064)
1294,305998.0,41st & Central Ave. (CCW),POINT (-118.25629681300008 34.009242883000105)
599,305276.0,MLK & Wadsworth Ave.,POINT (-118.25872957700004 34.010872627000055)
598,305274.0,MLK & McKinley Ave.,POINT (-118.26067149600009 34.01089486100008)
585,305218.0,MLK & McKinley Ave.,POINT (-118.26103359500007 34.0110215930001)
584,305217.0,MLK & Wadsworth Ave.,POINT (-118.25874365900006 34.01102548400011)
600,305282.0,Central & Jefferson Blvd.,POINT (-118.25643360600009 34.0112706090001)
1291,305995.0,Comtpon & 42nd St. (CCW),POINT (-118.24737042200009 34.006668135000076)
1242,305945.0,41st & Compton Ave. (CW),POINT (-118.24760109200008 34.008620326000056)
1241,305944.0,41st & Hooper Ave. (CW),POINT (-118.25226813600005 34.00922398400011)
1293,305997.0,41st & Hooper Ave. (CCW),POINT (-118.25195968200005 34.00927178800007)
1243,492766.0,32nd St & Long Beach Ave (Eastbound),POINT (-118.24369311300005 34.01132397000007)
1292,489962.0,32nd & Nevin Ave,POINT (-118.24607491500007 34.01219107400008)
602,305295.0,Central & 28th St.,POINT (-118.25574696100006 34.01656648000008)
581,305214.0,Central & 28th St.,POINT (-118.25573623200006 34.01692664100009)
580,305213.0,Adams & Central Ave.,POINT (-118.25516760300007 34.01879189200006)
603,305301.0,Adams & Central Ave.,POINT (-118.25519710800006 34.0189097200001)
597,305267.0,MLK & Avalon Blvd.,POINT (-118.2654485110001 34.010989354000095)
594,305252.0,MLK & Main St.,POINT (-118.27421262900008 34.0110338210001)
595,305258.0,MLK & Trinity St.,POINT (-118.27060639900009 34.01105716600009)
596,305262.0,MLK & San Pedro St.,POINT (-118.26830908700009 34.0110593900001)
586,305219.0,MLK & Avalon Blvd.,POINT (-118.26557457400008 34.0111283140001)
589,305222.0,MLK & Main St.,POINT (-118.2742649320001 34.01118167500008)
587,305220.0,MLK & San Pedro St.,POINT (-118.2676157360001 34.01119501500009)
588,305221.0,MLK & Trinity St.,POINT (-118.26999887800008 34.01121057800006)
563,305196.0,Grand & 30th St.,POINT (-118.27428102500012 34.023218089000096)
621,305412.0,Grand & 30th St.,POINT (-118.27419519400007 34.023548210000094)
583,305216.0,Central & Jefferson Blvd.,POINT (-118.25659051500008 34.01213326700005)
601,305287.0,Central & 33rd St.,POINT (-118.25643360600009 34.01346503400007)
582,305215.0,Central & 33rd St.,POINT (-118.25657576300006 34.01395193500011)
579,305212.0,Adams & Griffth Ave.,POINT (-118.2572436330001 34.0197000480001)
604,305304.0,Adams & Griffth Ave.,POINT (-118.25725972700008 34.01982120900008)
578,305211.0,Griffth & 23rd St.,POINT (-118.25599908800007 34.02222660500011)
572,305205.0,Trinity & 23rd St.,POINT (-118.2617282870001 34.02506764100011)
611,305350.0,Trinity & 23rd St.,POINT (-118.26179131900005 34.025117658000084)
571,305204.0,23rd & Maple Ave.,POINT (-118.26408997200008 34.02587347300008)
609,305333.0,San Pedro & 21st St.,POINT (-118.25857132700008 34.02590348300007)
1137,305916.0,Holmes & 55th St. (Northbound),POINT (-118.24103236200007 33.993152764000094)
720,305711.0,Cesar Chavez & Vignes St.,POINT (-118.23234468700008 34.05678385900009)
620,305408.0,Grand & 28th St.,POINT (-118.27342271800006 34.024798658000094)
564,305197.0,Grand & 28th St.,POINT (-118.27317595500006 34.02492536900011)
619,305406.0,Grand & 27th St.,POINT (-118.27300027000007 34.025431100000084)
618,305402.0,Adams & Grand Ave.,POINT (-118.2724624870001 34.026468117000064)
565,305198.0,Adams & Grand Ave.,POINT (-118.27242963000009 34.02657870900006)
613,305362.0,23rd & Main St.,POINT (-118.26691299700006 34.0272461490001)
570,305203.0,23rd & Main St.,POINT (-118.2671416550001 34.02764072000011)
569,305202.0,23rd & Broadway,POINT (-118.26822325600006 34.02811309100011)
614,305368.0,23rd & Broadway,POINT (-118.26816022400008 34.02815421400007)
568,305201.0,23rd & Grand Ave.,POINT (-118.27079147100005 34.029234544000104)
612,305356.0,23rd & Maple Ave.,POINT (-118.26402559900009 34.025929048000116)
574,305207.0,San Pedro & 21st St.,POINT (-118.25843721600006 34.025929048000116)
573,305206.0,Trinity & 21st St.,POINT (-118.26060175900005 34.02655703500008)
610,305340.0,Trinity & 21st St.,POINT (-118.2606393100001 34.02665929100008)
608,305329.0,San Pedro & Washington Blvd.,POINT (-118.25762182500004 34.027426207000104)
575,305208.0,San Pedro & Washington Blvd.,POINT (-118.2574313880001 34.02756847400011)
1107,353418.0,Lucas Ave & 6th St (Southbound),POINT (-118.2637131210001 34.05490944200008)
1049,353001.0,Lucas Ave & 6th St (Northbound),POINT (-118.26359376300007 34.05492499800008)
1050,353008.0,Lucas Ave & Maryland St (Northbound),POINT (-118.26252088000007 34.0566727510001)
1106,353405.0,3rd St & Lucas Ave (Eastbound),POINT (-118.26188117300005 34.05832269400006)
605,305311.0,Griffth & 23rd St.,POINT (-118.25591325800009 34.02223994400007)
606,305315.0,Griffth & 21st St.,POINT (-118.25479745900009 34.02398948100009)
577,305210.0,Griffth & 21st St.,POINT (-118.25473308600012 34.02422067600006)
607,305319.0,Griffth & Washington Blvd.,POINT (-118.25366556600005 34.02569674700007)
576,305209.0,Griffth & Washington Blvd.,POINT (-118.25379431200007 34.025707861000086)
808,305801.0,Cesar Chavez & Grand Ave.,POINT (-118.24366092700006 34.06037480100011)
723,305714.0,Cesar Chavez & Grand Ave.,POINT (-118.2439331710001 34.06075144100007)
807,305800.0,Cesar Chavez & Figueroa St.,POINT (-118.2460494340001 34.06233242200009)
724,305715.0,Cesar Chavez & Figueroa St.,POINT (-118.24596762700008 34.06248574100008)
806,305799.0,Centennial & Alpine St.,POINT (-118.24673742100008 34.06532542900007)
1110,353430.0,6th St & Union Ave (Westbound),POINT (-118.26909363300005 34.05705718500011)
1046,352984.0,6th St & Union Ave (Eastbound),POINT (-118.27009275600005 34.05731828800006)
1045,352980.0,6th St & Burlington Ave (Eastbound),POINT (-118.27130109100005 34.05787826800006)
1111,353434.0,6th St & Bulington Ave (Westbound),POINT (-118.27092826400008 34.05787826800006)
1112,353438.0,6th St & Bonnie Brae St (Westbound),POINT (-118.27224120500004 34.05846046500009)
1044,352976.0,6th St & Bonnie Brae St (Eastbound),POINT (-118.2727655770001 34.05852712900006)
1053,353026.0,3rd St & Loma Dr (Westbound),POINT (-118.26532512900006 34.05987594400009)
1104,353397.0,3rd St & Loma Dr (Eastbound),POINT (-118.2657596470001 34.059903720000115)
1103,353393.0,3rd St & Union Ave (Eastbound),POINT (-118.2676613330001 34.0606792240001)
1054,353031.0,3rd St & Union Ave (Westbound),POINT (-118.26808780400005 34.061018088000054)
1051,353017.0,3rd St & Lucas Ave (Westbound),POINT (-118.2618342340001 34.058473798000115)
1105,353401.0,3rd St & Witmer St (Eastbound),POINT (-118.26362460900008 34.059041548000074)
1052,353021.0,3rd St & Witmer St (Westbound),POINT (-118.26329603800009 34.05905599200006)
1096,353349.0,Union Ave & Court St (Southbound),POINT (-118.26430320700007 34.067165176000096)
1064,353103.0,Temple St & Douglas St (Eastbound),POINT (-118.25678497600006 34.067250718000054)
1093,353329.0,Temple St & Douglas St (Westbound),POINT (-118.25676754100012 34.0673595910001)
1061,353084.0,Union Ave & Court St (Northbound),POINT (-118.26385259600009 34.06758955600006)
1063,353096.0,Temple St & Glendale Blvd (Eastbound),POINT (-118.26050519900008 34.06798949400011)
1094,353336.0,Temple St & Glendale Blvd (Westbound),POINT (-118.26032012700006 34.068081701000075)
1090,353314.0,Bellevue Ave & Douglas St (Eastbound),POINT (-118.25599372400006 34.068176131000065)
1266,305658.0,Vermont & 42nd St.,POINT (-118.2914552090001 34.00719732100007)
704,305658.0,Vermont & 42nd St.,POINT (-118.2914552090001 34.00719732100007)
1269,305459.0,Vermont & 42nd St.,POINT (-118.29162418800006 34.00744857200008)
640,305459.0,Vermont & 42nd St.,POINT (-118.29162418800006 34.00744857200008)
639,305458.0,Vermont & MLK Jr. Blvd.,POINT (-118.2916121180001 34.01062583300009)
1268,305458.0,Vermont & MLK Jr. Blvd.,POINT (-118.2916121180001 34.01062583300009)
1267,305970.0,Vermont & MLK Jr. Blvd. (CW),POINT (-118.2914981250001 34.01063917300011)
705,305666.0,MLK Jr. & Vermont Ave.,POINT (-118.29183071900007 34.0109393280001)
1677,306057.0,Vermont & Olympic Blvd. (CCW),POINT (-118.2915692030001 34.05269053300007)
1678,306058.0,Vermont & James M. Wood Blvd. (CCW),POINT (-118.29154238100007 34.05576387900007)
566,305199.0,Figueroa & Adams Blvd.,POINT (-118.27577233300009 34.02831315300009)
1126,353537.0,Washington Blvd & Bonsallo Ave (Eastbound),POINT (-118.2754611970001 34.03583070300007)
1030,352875.0,Washington Blvd & Cherry St (Westbound),POINT (-118.2760258020001 34.036281913000074)
1031,438537.0,Washington Blvd & Oak St (Westbound),POINT (-118.27733874300009 34.0368353640001)
1125,353532.0,Washington Blvd & Oak St (Eastbound),POINT (-118.27789127800008 34.03691649200008)
1124,353525.0,Washington Blvd & Union Ave (Eastbound),POINT (-118.28095167900005 34.03831121500011)
1032,352885.0,Washington Blvd & Union Ave (Westbound),POINT (-118.2808282970001 34.03847346900008)
1033,352889.0,Union Ave & 18th St (Northbound),POINT (-118.28050106800009 34.03937696900008)
1123,353519.0,Union Ave & 18th St (Southbound),POINT (-118.28062176700007 34.039418087000094)
1122,353513.0,Union Ave & Venice Blvd (Southbound),POINT (-118.27933162500004 34.041366191000094)
615,305374.0,23rd & Grand Ave.,POINT (-118.27070161700011 34.029275667000064)
567,305200.0,23rd & Figueroa St.,POINT (-118.27402353300012 34.030578268000085)
616,305382.0,Figueroa & 23rd,POINT (-118.2745492460001 34.0306338400001)
1028,352858.0,Washington Blvd & Grand Ave (Westbound),POINT (-118.2684633140001 34.0328822220001)
1127,353545.0,Washington Blvd & Figueroa St (Eastbound),POINT (-118.27173560900006 34.03412475300011)
1029,352867.0,Washington Blvd & Figueroa St (Westbound),POINT (-118.27231898900011 34.03459153100008)
1118,353485.0,Union Ave & Olympic Blvd (Southbound),POINT (-118.27444195700009 34.04889258600011)
1038,352932.0,Union Ave & Olympic Blvd (Northbound),POINT (-118.27395647800007 34.04943928700008)
1117,353480.0,Union Ave & James M Wood Blvd (Southbound),POINT (-118.27377945200008 34.04994709400009)
1039,352938.0,Union Ave & James M Wood Blvd (Northbound),POINT (-118.2729908820001 34.05097714400009)
1116,353471.0,8th St & Union Ave (Eastbound),POINT (-118.27236458700008 34.052342747000104)
1040,352943.0,8th St & Union Ave (Westbound),POINT (-118.2723350820001 34.05250941800009)
1115,353467.0,8th St & Burlington Ave (Eastbound),POINT (-118.2742716370001 34.0532094320001)
1041,352948.0,8th St & Burlington Ave (Westbound),POINT (-118.27428504800007 34.0533472120001)
1048,352994.0,6th St & Witmer St (Eastbound),POINT (-118.26572343700009 34.05548166100007)
1108,353423.0,6th St & Witmer St (Westbound),POINT (-118.2654485110001 34.05553388200011)
1047,352990.0,6th St & Valencia St (Eastbound),POINT (-118.26747357800008 34.05622276100011)
1043,352962.0,Westlake Ave & Wilshire Blvd (Northbound),POINT (-118.27527344200007 34.0563572020001)
1109,353427.0,6th St & Valencia St (Westbound),POINT (-118.2675647740001 34.056427201000105)
1113,353453.0,Westlake Ave & Wilshire Blvd (Southbound),POINT (-118.27527746600009 34.05655053100006)
1662,306042.0,Vermont & James M. Wood Blvd. (CW),POINT (-118.29168185600007 34.05608609600009)
1679,306059.0,Vermont & 8th St. (CCW),POINT (-118.29157590900006 34.057571613000086)
1661,306041.0,Vermont & 8th St. (CW),POINT (-118.2917100190001 34.05792160000007)
1660,306040.0,Vermont & 7th St. (CW),POINT (-118.2917100190001 34.059498189000095)
1680,306060.0,Vermont & 7th St. (CCW),POINT (-118.29155311000005 34.059929274000105)
1681,306061.0,Vermont & Wilshire Blvd. (CCW),POINT (-118.2915772500001 34.06157359900008)
1659,306039.0,Vermont & Wilshire Blvd. (CW),POINT (-118.2917341590001 34.06204244800009)
1658,306038.0,Vermont & 6th St. (CW),POINT (-118.2917368410001 34.06380116400007)
1682,306062.0,Vermont & 6th St. (CCW),POINT (-118.2915879790001 34.063906708000076)
1683,306063.0,Vermont & 5th St. (CCW),POINT (-118.29158663700008 34.0652621030001)
1058,353059.0,Alvarado St & Beverly Blvd (Northbound),POINT (-118.27031806100008 34.066485274000094)
1099,353370.0,Alvarado St & Beverly Blvd (Southbound),POINT (-118.27048569900006 34.066525268000106)
1034,352897.0,Union Ave & Venice Blvd (Northbound),POINT (-118.27920019600008 34.0413717480001)
1121,353506.0,Union Ave & 14th St (Southbound),POINT (-118.2780656220001 34.042868634000094)
1035,352906.0,Union Ave & 14th St (Northbound),POINT (-118.27780142400006 34.043098666000084)
1036,352912.0,Union Ave & Pico Blvd (Northbound),POINT (-118.27693507100008 34.04437771800011)
1120,353500.0,Union Ave & Pico Blvd (Southbound),POINT (-118.27706784000007 34.044413278000064)
1037,352918.0,Union Ave & 12th St (Northbound),POINT (-118.27602177900008 34.04600901000007)
1119,353494.0,Union Ave & 12th St (Southbound),POINT (-118.27618941700005 34.04604012400009)
1114,353462.0,8th St & Westlake Ave (Eastbound),POINT (-118.27643618000008 34.05418499800007)
1042,352954.0,8th St & Westlake Ave (Westbound),POINT (-118.27644154400006 34.054339443000096)
819,305813.0,Sunset & Hillhurst Ave.,POINT (-118.28784763800007 34.098194883000104)
1657,306037.0,Vermont & 5th St. (CW),POINT (-118.29172074800009 34.06557428600011)
1684,306064.0,Vermont & 4th St. (CCW),POINT (-118.2915933430001 34.067145179000114)
1656,306036.0,Vermont & 4th St. (CW),POINT (-118.29173147700011 34.06751512300011)
1655,306035.0,Vermont & 3rd St. (CW),POINT (-118.29171940700007 34.068820469000094)
1654,306034.0,Vermont & 2nd St. (CW),POINT (-118.29175427600006 34.07026465900007)
1653,306033.0,Vermont & 1st St. (CW),POINT (-118.2917234300001 34.0725764210001)
476,303287.0,Santa Monica & Vermont (CW),POINT (-118.2919500770001 34.090924981000086)
509,304605.0,Vermont & Santa Monica Blvd.,POINT (-118.29162553000009 34.09112267400011)
475,303304.0,Vermont & Lexington St.,POINT (-118.29182267200007 34.093272830000075)
510,304610.0,Vermont & Lexington St.,POINT (-118.29162821200008 34.0933028160001)
1686,306066.0,3rd & Catalina St. (CCW),POINT (-118.29523041800007 34.06909042400006)
1685,306065.0,3rd & New Hampshire Ave. (CCW),POINT (-118.29274937500008 34.06911153100007)
1647,306027.0,Normandie & 3rd St. (CW),POINT (-118.30029308800009 34.06921817900011)
1648,306028.0,Normandie & 2nd St. (CW),POINT (-118.3003252740001 34.07106117400011)
1649,306029.0,Normandie & 1st St. (CW),POINT (-118.30033734400006 34.07260641500008)
1652,306032.0,1st & New Hampshire Ave. (CW),POINT (-118.2927721740001 34.07268084400008)
1651,306031.0,1st & Catalina St. (CW),POINT (-118.29527467500009 34.07268306500007)
1650,306030.0,1st & Alexandria (CW),POINT (-118.29827070200008 34.07271972400006)
558,304952.0,Santa Monica & Edgemont Ave.,POINT (-118.29572260400009 34.09079059400008)
559,304957.0,Santa Monica & Berendo St.,POINT (-118.2936519380001 34.09079059400008)
474,303303.0,Vermont & Fountain Ave.,POINT (-118.29182535400008 34.09574944000011)
511,304617.0,Vermont & Fountain Ave.,POINT (-118.2916443050001 34.09576498800007)
473,303302.0,Vermont & Sunset Blvd.,POINT (-118.29179048500009 34.09773289700011)
945,305813.0,Sunset & Hillhurst Ave.,POINT (-118.28784763800007 34.098194883000104)
926,297220.0,Vermont & Sunset (Northbound),POINT (-118.29165101100006 34.09843698000006)
512,297220.0,Vermont & Sunset (Northbound),POINT (-118.29165101100006 34.09843698000006)
820,297220.0,Vermont & Sunset (Northbound),POINT (-118.29165101100006 34.09843698000006)
472,303301.0,Vermont & Barnsdall Ave.,POINT (-118.29183071900007 34.0992654350001)
927,305887.0,Vermont & Hollywood Blvd. (Northbound),POINT (-118.29169124400009 34.100785731000066)
821,305887.0,Vermont & Hollywood Blvd. (Northbound),POINT (-118.29169124400009 34.100785731000066)
767,296727.0,Vignes St & Cesar Chavez (Northbound),POINT (-118.23166877000007 34.056999409000106)
719,296727.0,Vignes St & Cesar Chavez (Northbound),POINT (-118.23166877000007 34.056999409000106)
766,305758.0,Cesar Chavez & Alameda St.,POINT (-118.23654770900008 34.057840492000054)
810,305803.0,Cesar Chavez & Alameda St.,POINT (-118.23653966200011 34.057850491000096)
721,305712.0,Cesar Chavez & Alameda St.,POINT (-118.23677837800007 34.0580749270001)
809,305802.0,Cesar Chavez & Spring,POINT (-118.23944449400007 34.058223809000054)
722,305713.0,Cesar Chavez & Broadway,POINT (-118.24074268300006 34.058959330000086)
776,305768.0,Daly & Mission Rd.,POINT (-118.21420222500005 34.06028147400011)
756,305747.0,Day & Mission Rd.,POINT (-118.21449726800006 34.06087476500009)
764,305756.0,Main & College St.,POINT (-118.23399826900008 34.06287570400011)
26,354426.0,LA+USC Medical Center (Southbound),POINT (-118.2100555300001 34.06038591100006)
754,305745.0,State & USC Medical,POINT (-118.2100367550001 34.06042813000008)
229,353820.0,Alcazar St & Murchison St (Eastbound),POINT (-118.19493591800004 34.060972536000094)
80,354911.0,Mission Rd & Workman Way (Northbound),POINT (-118.21369662900008 34.061023643000084)
260,354107.0,Alcazar St & Murchinson St (Westbound),POINT (-118.19506332300007 34.0610869710001)
