Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003
"060371011101","Block Group 1, Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","150","00","0015925",,,,,"06","037",,,"101110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011101","Block Group 1",,,,1630,9438.035,0.172705433384247
"060371011102","Block Group 2, Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","150","00","0015926",,,,,"06","037",,,"101110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011102","Block Group 2",,,,1492,10903.52,0.136836541327605
"060371011103","Block Group 3, Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","150","00","0015927",,,,,"06","037",,,"101110","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011103","Block Group 3",,,,757,5754.836,0.131541536099781
"060371011221","Block Group 1, Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","150","00","0015928",,,,,"06","037",,,"101122","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011221","Block Group 1",,,,2608,4248.138,0.613915971811452
"060371011222","Block Group 2, Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","150","00","0015929",,,,,"06","037",,,"101122","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371011222","Block Group 2",,,,1639,4027.467,0.406955553462024
"060371012201","Block Group 1, Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","150","00","0015930",,,,,"06","037",,,"101220","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012201","Block Group 1",,,,1283,10005.37,0.12823109605141
"060371012202","Block Group 2, Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","150","00","0015931",,,,,"06","037",,,"101220","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012202","Block Group 2",,,,2300,16241.76,0.141610308619191
"060371012211","Block Group 1, Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","150","00","0015932",,,,,"06","037",,,"101221","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012211","Block Group 1",,,,930,15863.75,0.0586242098418989
"060371012212","Block Group 2, Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","150","00","0015933",,,,,"06","037",,,"101221","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012212","Block Group 2",,,,2793,35750.54,0.0781246862919828
"060371012221","Block Group 1, Census Tract 1012.22, Los Angeles County, California","ACSSF","ca","150","00","0015934",,,,,"06","037",,,"101222","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371012221","Block Group 1",,,,2690,23496.75,0.114483928110864
"060371013001","Block Group 1, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015935",,,,,"06","037",,,"101300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013001","Block Group 1",,,,1054,1977.399,0.533023319026961
"060371013002","Block Group 2, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015936",,,,,"06","037",,,"101300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013002","Block Group 2",,,,1010,4171.824,0.242100349499689
"060371013003","Block Group 3, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015937",,,,,"06","037",,,"101300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013003","Block Group 3",,,,1083,9317.556,0.116232198759222
"060371013004","Block Group 4, Census Tract 1013, Los Angeles County, California","ACSSF","ca","150","00","0015938",,,,,"06","037",,,"101300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371013004","Block Group 4",,,,921,8773.743,0.104972301029966
"060371014001","Block Group 1, Census Tract 1014, Los Angeles County, California","ACSSF","ca","150","00","0015939",,,,,"06","037",,,"101400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371014001","Block Group 1",,,,839,9450.702,0.0887764730956282
"060371014002","Block Group 2, Census Tract 1014, Los Angeles County, California","ACSSF","ca","150","00","0015940",,,,,"06","037",,,"101400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371014002","Block Group 2",,,,1251,614.5623,2.03559514561457
"060371014003","Block Group 3, Census Tract 1014, Los Angeles County, California","ACSSF","ca","150","00","0015941",,,,,"06","037",,,"101400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371014003","Block Group 3",,,,1282,4109.571,0.311954727203369
"060371021031","Block Group 1, Census Tract 1021.03, Los Angeles County, California","ACSSF","ca","150","00","0015942",,,,,"06","037",,,"102103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021031","Block Group 1",,,,1767,3857.202,0.458104052991751
"060371021041","Block Group 1, Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","150","00","0015943",,,,,"06","037",,,"102104","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021041","Block Group 1",,,,3227,11240.02,0.287099013586163
"060371021042","Block Group 2, Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","150","00","0015944",,,,,"06","037",,,"102104","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021042","Block Group 2",,,,776,2196.611,0.353271520949132
"060371021051","Block Group 1, Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","150","00","0015945",,,,,"06","037",,,"102105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021051","Block Group 1",,,,748,7277.27,0.102785804412993
"060371021052","Block Group 2, Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","150","00","0015946",,,,,"06","037",,,"102105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021052","Block Group 2",,,,926,10586.45,0.0874702894376345
"060371021071","Block Group 1, Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","150","00","0015947",,,,,"06","037",,,"102107","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021071","Block Group 1",,,,2451,764.718,3.20510288078555
"060371021072","Block Group 2, Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","150","00","0015948",,,,,"06","037",,,"102107","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371021072","Block Group 2",,,,1469,825.7822,1.77891943900898
"060371031011","Block Group 1, Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","150","00","0015949",,,,,"06","037",,,"103101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031011","Block Group 1",,,,1384,2037.067,0.679408167142087
"060371031012","Block Group 2, Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","150","00","0015950",,,,,"06","037",,,"103101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031012","Block Group 2",,,,1097,10517.3,0.104304344267232
"060371031021","Block Group 1, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015951",,,,,"06","037",,,"103102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031021","Block Group 1",,,,892,8672.247,0.102856847213192
"060371031022","Block Group 2, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015952",,,,,"06","037",,,"103102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031022","Block Group 2",,,,609,7001.957,0.0869756925514713
"060371031023","Block Group 3, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015953",,,,,"06","037",,,"103102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031023","Block Group 3",,,,1374,13536.83,0.101500856374624
"060371031024","Block Group 4, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015954",,,,,"06","037",,,"103102","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031024","Block Group 4",,,,935,14854.04,0.0629458514865706
"060371031025","Block Group 5, Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","150","00","0015955",,,,,"06","037",,,"103102","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371031025","Block Group 5",,,,882,7062.512,0.124884748500765
"060371032011","Block Group 1, Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","150","00","0015956",,,,,"06","037",,,"103201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032011","Block Group 1",,,,1978,9992.405,0.197950337993844
"060371032012","Block Group 2, Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","150","00","0015957",,,,,"06","037",,,"103201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032012","Block Group 2",,,,2201,3952.96,0.556797946554193
"060371032021","Block Group 1, Census Tract 1032.02, Los Angeles County, California","ACSSF","ca","150","00","0015958",,,,,"06","037",,,"103202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371032021","Block Group 1",,,,2082,1138.01,1.8295092486915
"060371033001","Block Group 1, Census Tract 1033, Los Angeles County, California","ACSSF","ca","150","00","0015959",,,,,"06","037",,,"103300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371033001","Block Group 1",,,,1717,1549.258,1.10827231631961
"060371033002","Block Group 2, Census Tract 1033, Los Angeles County, California","ACSSF","ca","150","00","0015960",,,,,"06","037",,,"103300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371033002","Block Group 2",,,,2125,1682.302,1.26314986787584
"060371034011","Block Group 1, Census Tract 1034.01, Los Angeles County, California","ACSSF","ca","150","00","0015961",,,,,"06","037",,,"103401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034011","Block Group 1",,,,2643,4883.813,0.541175480349716
"060371034021","Block Group 1, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015962",,,,,"06","037",,,"103402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034021","Block Group 1",,,,1107,8396.148,0.131846170715849
"060371034022","Block Group 2, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015963",,,,,"06","037",,,"103402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034022","Block Group 2",,,,534,5758.045,0.0927398119219085
"060371034023","Block Group 3, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015964",,,,,"06","037",,,"103402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034023","Block Group 3",,,,857,8486.342,0.100985796073186
"060371034024","Block Group 4, Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","150","00","0015965",,,,,"06","037",,,"103402","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371034024","Block Group 4",,,,1404,14210.68,0.0987989133540387
"060371041031","Block Group 1, Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","150","00","0015966",,,,,"06","037",,,"104103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041031","Block Group 1",,,,2000,11768.39,0.169946733343938
"060371041032","Block Group 2, Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","150","00","0015967",,,,,"06","037",,,"104103","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041032","Block Group 2",,,,2204,11215.92,0.196506315859379
"060371041051","Block Group 1, Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","150","00","0015968",,,,,"06","037",,,"104105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041051","Block Group 1",,,,1498,16829.34,0.0890112232180226
"060371041052","Block Group 2, Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","150","00","0015969",,,,,"06","037",,,"104105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041052","Block Group 2",,,,2950,54152.74,0.054475541971623
"060371041053","Block Group 3, Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","150","00","0015970",,,,,"06","037",,,"104105","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041053","Block Group 3",,,,1341,16301.92,0.082260226688309
"060371041081","Block Group 1, Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","150","00","0015971",,,,,"06","037",,,"104108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041081","Block Group 1",,,,2035,12495.56,0.162857897411108
"060371041082","Block Group 2, Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","150","00","0015972",,,,,"06","037",,,"104108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041082","Block Group 2",,,,1914,11719.04,0.163323922736322
"060371041083","Block Group 3, Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","150","00","0015973",,,,,"06","037",,,"104108","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041083","Block Group 3",,,,1189,12228.52,0.0972317246257512
"060371041241","Block Group 1, Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","150","00","0015974",,,,,"06","037",,,"104124","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041241","Block Group 1",,,,1473,7420.173,0.198512888862806
"060371041242","Block Group 2, Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","150","00","0015975",,,,,"06","037",,,"104124","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041242","Block Group 2",,,,1970,4995.444,0.394359356105125
"060371041243","Block Group 3, Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","150","00","0015976",,,,,"06","037",,,"104124","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371041243","Block Group 3",,,,446,392.3423,1.13676240971001
"060371042011","Block Group 1, Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","150","00","0015977",,,,,"06","037",,,"104201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042011","Block Group 1",,,,1422,8894.735,0.159869852678854
"060371042012","Block Group 2, Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","150","00","0015978",,,,,"06","037",,,"104201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042012","Block Group 2",,,,2048,15696.2,0.130477438505507
"060371042013","Block Group 3, Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","150","00","0015979",,,,,"06","037",,,"104201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042013","Block Group 3",,,,1129,8648.589,0.130541531466555
"060371042031","Block Group 1, Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","150","00","0015980",,,,,"06","037",,,"104203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042031","Block Group 1",,,,2829,20697.96,0.136680169946733
"060371042032","Block Group 2, Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","150","00","0015981",,,,,"06","037",,,"104203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042032","Block Group 2",,,,2349,17186.64,0.136675922822808
"060371042041","Block Group 1, Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","150","00","0015982",,,,,"06","037",,,"104204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042041","Block Group 1",,,,1652,12096.86,0.136564339294236
"060371042042","Block Group 2, Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","150","00","0015983",,,,,"06","037",,,"104204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371042042","Block Group 2",,,,2097,2354.336,0.890696790873162
"060371043101","Block Group 1, Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","150","00","0015984",,,,,"06","037",,,"104310","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043101","Block Group 1",,,,2074,17740.11,0.116910194178506
"060371043102","Block Group 2, Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","150","00","0015985",,,,,"06","037",,,"104310","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043102","Block Group 2",,,,1355,5420.594,0.249972586745576
"060371043103","Block Group 3, Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","150","00","0015986",,,,,"06","037",,,"104310","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043103","Block Group 3",,,,1446,6706.894,0.215599068412672
"060371043211","Block Group 1, Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","150","00","0015987",,,,,"06","037",,,"104321","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043211","Block Group 1",,,,696,10187.12,0.0683215520689671
"060371043212","Block Group 2, Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","150","00","0015988",,,,,"06","037",,,"104321","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043212","Block Group 2",,,,1708,26673.22,0.0640342735178696
"060371043213","Block Group 3, Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","150","00","0015989",,,,,"06","037",,,"104321","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043213","Block Group 3",,,,711,10400.5,0.0683620927973412
"060371043221","Block Group 1, Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","150","00","0015990",,,,,"06","037",,,"104322","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043221","Block Group 1",,,,1257,15341.84,0.0819328120439168
"060371043222","Block Group 2, Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","150","00","0015991",,,,,"06","037",,,"104322","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371043222","Block Group 2",,,,635,3425.575,0.185370356928295
"060371044011","Block Group 1, Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","150","00","0015992",,,,,"06","037",,,"104401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044011","Block Group 1",,,,1501,9355.583,0.160438967284791
"060371044012","Block Group 2, Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","150","00","0015993",,,,,"06","037",,,"104401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044012","Block Group 2",,,,1565,15262.07,0.102541787838399
"060371044031","Block Group 1, Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","150","00","0015994",,,,,"06","037",,,"104403","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044031","Block Group 1",,,,1676,14482.29,0.115727563216509
"060371044032","Block Group 2, Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","150","00","0015995",,,,,"06","037",,,"104403","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044032","Block Group 2",,,,1048,6900.489,0.15187329053262
"060371044041","Block Group 1, Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","150","00","0015996",,,,,"06","037",,,"104404","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044041","Block Group 1",,,,1759,16623.93,0.105811301056221
"060371044042","Block Group 2, Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","150","00","0015997",,,,,"06","037",,,"104404","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371044042","Block Group 2",,,,1654,16130.74,0.102537154612299
"060371045001","Block Group 1, Census Tract 1045, Los Angeles County, California","ACSSF","ca","150","00","0015998",,,,,"06","037",,,"104500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371045001","Block Group 1",,,,1647,24099.11,0.0683427876885916
"060371045002","Block Group 2, Census Tract 1045, Los Angeles County, California","ACSSF","ca","150","00","0015999",,,,,"06","037",,,"104500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371045002","Block Group 2",,,,1472,10769.82,0.136678239435858
"060371046101","Block Group 1, Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","150","00","0016000",,,,,"06","037",,,"104610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046101","Block Group 1",,,,1582,10382.05,0.152378312177508
"060371046102","Block Group 2, Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","150","00","0016001",,,,,"06","037",,,"104610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046102","Block Group 2",,,,1692,22190.9,0.0762474575171777
"060371046201","Block Group 1, Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","150","00","0016002",,,,,"06","037",,,"104620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046201","Block Group 1",,,,1459,21335.97,0.0683821701104407
"060371046202","Block Group 2, Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","150","00","0016003",,,,,"06","037",,,"104620","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371046202","Block Group 2",,,,2031,14856.91,0.136704108281583
"060371047011","Block Group 1, Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","150","00","0016004",,,,,"06","037",,,"104701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047011","Block Group 1",,,,961,10193.21,0.0942784290892467
"060371047012","Block Group 2, Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","150","00","0016005",,,,,"06","037",,,"104701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047012","Block Group 2",,,,1804,28321.32,0.0636975924212776
"060371047013","Block Group 3, Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","150","00","0016006",,,,,"06","037",,,"104701","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047013","Block Group 3",,,,1047,19184.69,0.0545747702305957
"060371047031","Block Group 1, Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","150","00","0016007",,,,,"06","037",,,"104703","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047031","Block Group 1",,,,1137,3370.759,0.337312759750238
"060371047032","Block Group 2, Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","150","00","0016008",,,,,"06","037",,,"104703","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047032","Block Group 2",,,,1230,10813.49,0.113746859058806
"060371047041","Block Group 1, Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","150","00","0016009",,,,,"06","037",,,"104704","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047041","Block Group 1",,,,1640,6229.951,0.263244462908708
"060371047042","Block Group 2, Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","150","00","0016010",,,,,"06","037",,,"104704","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047042","Block Group 2",,,,1490,36927.25,0.0403496077974106
"060371047043","Block Group 3, Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","150","00","0016011",,,,,"06","037",,,"104704","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371047043","Block Group 3",,,,1357,4008.355,0.338542881279759
"060371048211","Block Group 1, Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","150","00","0016012",,,,,"06","037",,,"104821","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048211","Block Group 1",,,,2512,18355.23,0.136854688129829
"060371048212","Block Group 2, Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","150","00","0016013",,,,,"06","037",,,"104821","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048212","Block Group 2",,,,1002,14633.03,0.0684752207346134
"060371048221","Block Group 1, Census Tract 1048.22, Los Angeles County, California","ACSSF","ca","150","00","0016014",,,,,"06","037",,,"104822","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048221","Block Group 1",,,,2668,11433.88,0.233341621660023
"060371048231","Block Group 1, Census Tract 1048.23, Los Angeles County, California","ACSSF","ca","150","00","0016015",,,,,"06","037",,,"104823","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048231","Block Group 1",,,,1683,12303.93,0.136785575840506
"060371048232","Block Group 2, Census Tract 1048.23, Los Angeles County, California","ACSSF","ca","150","00","0016016",,,,,"06","037",,,"104823","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048232","Block Group 2",,,,1663,24325.94,0.0683632511038661
"060371048241","Block Group 1, Census Tract 1048.24, Los Angeles County, California","ACSSF","ca","150","00","0016017",,,,,"06","037",,,"104824","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048241","Block Group 1",,,,767,10084.73,0.0760555647362073
"060371048242","Block Group 2, Census Tract 1048.24, Los Angeles County, California","ACSSF","ca","150","00","0016018",,,,,"06","037",,,"104824","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371048242","Block Group 2",,,,2014,13204.16,0.15252773371923
"060371060101","Block Group 1, Census Tract 1060.10, Los Angeles County, California","ACSSF","ca","150","00","0016019",,,,,"06","037",,,"106010","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060101","Block Group 1",,,,1563,2595.554,0.602183485020008
"060371060102","Block Group 2, Census Tract 1060.10, Los Angeles County, California","ACSSF","ca","150","00","0016020",,,,,"06","037",,,"106010","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060102","Block Group 2",,,,1931,5219.663,0.369947273886983
"060371060201","Block Group 1, Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","150","00","0016021",,,,,"06","037",,,"106020","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060201","Block Group 1",,,,1888,5162.498,0.365714435742559
"060371060202","Block Group 2, Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","150","00","0016022",,,,,"06","037",,,"106020","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060202","Block Group 2",,,,1472,6554.384,0.224582507718182
"060371060203","Block Group 3, Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","150","00","0016023",,,,,"06","037",,,"106020","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060371060203","Block Group 3",,,,1430,7685.552,0.186063410332403
